Voucher #,Date,Contact ID,Vendor,Terms,Due Date,Responsible,Ref #,P.O. #,Receipt,Other 1,Line,Item ID,Description,Quantity,U/M,Price,Tax,Amount,Taxes,Total,Currency,Exchange rate,Total base,Account,Group,Tag,Memo,Inventory Location,Comments,Attachments,Approvers,Status,Approval Status,Transfer Status,Created by,Date created,Last Modified by,Date Last Modified
6054,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTB-19-RO-116094,,,,2,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Labor - Hours,140,Yes,140,0,140,None,1,140,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,219 - Bobtail - TTB-19 2017 Frtllnr - 3ALACWDT2HDHV9438,,,90 Day PM Services:,Sparkys - Invoice # 00006054 - 08-08-22.pdf (https://secure.spendwise.com/attachments/NjmoHSiOntttwCihsubrYSoLUR); Sparkys - Invoice # 00006054 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/DPQXSnnDxGPpsrTxHHhOZhLzQd),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6054,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTB-19-RO-116094,,,,3,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Fees,7,Yes,7,0,7,None,1,7,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,219 - Bobtail - TTB-19 2017 Frtllnr - 3ALACWDT2HDHV9438,,,90 Day PM Services:,Sparkys - Invoice # 00006054 - 08-08-22.pdf (https://secure.spendwise.com/attachments/NjmoHSiOntttwCihsubrYSoLUR); Sparkys - Invoice # 00006054 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/DPQXSnnDxGPpsrTxHHhOZhLzQd),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6053,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTB-18-RO-116093,,,,1,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Parts,242.09,Yes,242.09,0,242.09,None,1,242.09,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,TTB-18,,,90 Day PM Services:,Sparkys - Invoice # 00006053 - 08-08-22.pdf (https://secure.spendwise.com/attachments/YRSSHOSjflYzLAdmRhACXYbuto); Sparkys - Invoice # 00006053 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/IwWTQUYbQIjmrkRtofbwBZtjnz),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6053,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTB-18-RO-116093,,,,2,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Labor - Hours,140,Yes,140,0,140,None,1,140,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,TTB-18,,,90 Day PM Services:,Sparkys - Invoice # 00006053 - 08-08-22.pdf (https://secure.spendwise.com/attachments/YRSSHOSjflYzLAdmRhACXYbuto); Sparkys - Invoice # 00006053 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/IwWTQUYbQIjmrkRtofbwBZtjnz),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6053,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTB-18-RO-116093,,,,3,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Fees,7,Yes,7,0,7,None,1,7,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,TTB-18,,,90 Day PM Services:,Sparkys - Invoice # 00006053 - 08-08-22.pdf (https://secure.spendwise.com/attachments/YRSSHOSjflYzLAdmRhACXYbuto); Sparkys - Invoice # 00006053 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/IwWTQUYbQIjmrkRtofbwBZtjnz),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6052,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTB-17-RO-116092,,,,1,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Parts,240.36,Yes,240.36,0,240.36,None,1,240.36,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,217 - Bobtail - TTB-17 2015 Int'l - 3HAMMMMKLOFL733478,,,90 Day PM Services:,Sparkys - Invoice # 00006052 - 08-08-22.pdf (https://secure.spendwise.com/attachments/SdryQbkjpIQgcBYRfwXdvKPzae); Sparkys - Invoice # 00006052 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/kDoKeWGypTkDpNSzEfyZUohZpC),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6052,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTB-17-RO-116092,,,,2,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Labor - Hours,140,Yes,140,0,140,None,1,140,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,217 - Bobtail - TTB-17 2015 Int'l - 3HAMMMMKLOFL733478,,,90 Day PM Services:,Sparkys - Invoice # 00006052 - 08-08-22.pdf (https://secure.spendwise.com/attachments/SdryQbkjpIQgcBYRfwXdvKPzae); Sparkys - Invoice # 00006052 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/kDoKeWGypTkDpNSzEfyZUohZpC),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6052,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTB-17-RO-116092,,,,3,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Fees,7,Yes,7,0,7,None,1,7,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,217 - Bobtail - TTB-17 2015 Int'l - 3HAMMMMKLOFL733478,,,90 Day PM Services:,Sparkys - Invoice # 00006052 - 08-08-22.pdf (https://secure.spendwise.com/attachments/SdryQbkjpIQgcBYRfwXdvKPzae); Sparkys - Invoice # 00006052 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/kDoKeWGypTkDpNSzEfyZUohZpC),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6051,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTB-16-RO-116091,,,,1,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Parts,242.9,Yes,242.9,0,242.9,None,1,242.9,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.16 - Bobtail TTB-16,,,90 Day PM Services:,Sparkys - Invoice # 00006051 - 08-08-22.pdf (https://secure.spendwise.com/attachments/fnJORMKcPtKQdFHqVGVsXWUtJx); Sparkys - Invoice # 00006051 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/engOGPOQNPrnaYtEVuEUReOFxY),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6051,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTB-16-RO-116091,,,,2,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Labor - Hours,140,Yes,140,0,140,None,1,140,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.16 - Bobtail TTB-16,,,90 Day PM Services:,Sparkys - Invoice # 00006051 - 08-08-22.pdf (https://secure.spendwise.com/attachments/fnJORMKcPtKQdFHqVGVsXWUtJx); Sparkys - Invoice # 00006051 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/engOGPOQNPrnaYtEVuEUReOFxY),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6051,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTB-16-RO-116091,,,,3,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Fees,7,Yes,7,0,7,None,1,7,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.16 - Bobtail TTB-16,,,90 Day PM Services:,Sparkys - Invoice # 00006051 - 08-08-22.pdf (https://secure.spendwise.com/attachments/fnJORMKcPtKQdFHqVGVsXWUtJx); Sparkys - Invoice # 00006051 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/engOGPOQNPrnaYtEVuEUReOFxY),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6050,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTB-15-RO-116090,,,,1,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Parts,242.9,Yes,242.9,0,242.9,None,1,242.9,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.15 - Bobtail - TTB-15,,,90 Day PM Services:,Sparkys - Invoice # 00006050 - 08-08-22.pdf (https://secure.spendwise.com/attachments/PWcLFEAuIIYpGUOJrkFLMrAiFV); Sparkys - Invoice # 00006050 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/IWgVgBxRmGHjwrrcuTLesRwmds),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6050,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTB-15-RO-116090,,,,2,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Labor - Hours,140,Yes,140,0,140,None,1,140,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.15 - Bobtail - TTB-15,,,90 Day PM Services:,Sparkys - Invoice # 00006050 - 08-08-22.pdf (https://secure.spendwise.com/attachments/PWcLFEAuIIYpGUOJrkFLMrAiFV); Sparkys - Invoice # 00006050 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/IWgVgBxRmGHjwrrcuTLesRwmds),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6050,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTB-15-RO-116090,,,,3,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Fees,7,Yes,7,0,7,None,1,7,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.15 - Bobtail - TTB-15,,,90 Day PM Services:,Sparkys - Invoice # 00006050 - 08-08-22.pdf (https://secure.spendwise.com/attachments/PWcLFEAuIIYpGUOJrkFLMrAiFV); Sparkys - Invoice # 00006050 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/IWgVgBxRmGHjwrrcuTLesRwmds),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6049,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTY-7-RO-116088,,,,1,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Parts,242.9,Yes,242.9,0,242.9,None,1,242.9,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,4.7 - YARDGOAT - TTY-7 - OTTAWA - 336756,,,90 Day PM Services:,Sparkys - Invoice # 00006049 - 08-08-22.pdf (https://secure.spendwise.com/attachments/XUssiqwQruMdFzTCEddJUQNKbQ); Sparkys - Invoice # 00006049 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/wfJncqkWJCJJQIgplKzFbJZQIn),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6049,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTY-7-RO-116088,,,,2,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Labor - Hours,140,Yes,140,0,140,None,1,140,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,4.7 - YARDGOAT - TTY-7 - OTTAWA - 336756,,,90 Day PM Services:,Sparkys - Invoice # 00006049 - 08-08-22.pdf (https://secure.spendwise.com/attachments/XUssiqwQruMdFzTCEddJUQNKbQ); Sparkys - Invoice # 00006049 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/wfJncqkWJCJJQIgplKzFbJZQIn),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6049,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTY-7-RO-116088,,,,3,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Fees,7,Yes,7,0,7,None,1,7,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,4.7 - YARDGOAT - TTY-7 - OTTAWA - 336756,,,90 Day PM Services:,Sparkys - Invoice # 00006049 - 08-08-22.pdf (https://secure.spendwise.com/attachments/XUssiqwQruMdFzTCEddJUQNKbQ); Sparkys - Invoice # 00006049 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/wfJncqkWJCJJQIgplKzFbJZQIn),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6048,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTY-5-RO-116048,,,,1,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Parts,212,Yes,212,0,212,None,1,212,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,4.5 - YARDGOAT - TTY-5,,,90 Day PM Services:,Sparkys - Invoice # 00006048 - 08-08-22.pdf (https://secure.spendwise.com/attachments/PcvmmQXwxmvFFEOKUAvXEwkqIr); Sparkys - Invoice # 00006048 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/qtzgVCUCIMjuNONbHreVesBLRX),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6048,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTY-5-RO-116048,,,,2,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Labor - Hours,140,Yes,140,0,140,None,1,140,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,4.5 - YARDGOAT - TTY-5,,,90 Day PM Services:,Sparkys - Invoice # 00006048 - 08-08-22.pdf (https://secure.spendwise.com/attachments/PcvmmQXwxmvFFEOKUAvXEwkqIr); Sparkys - Invoice # 00006048 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/qtzgVCUCIMjuNONbHreVesBLRX),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6048,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTY-5-RO-116048,,,,3,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Fees,7,Yes,7,0,7,None,1,7,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,4.5 - YARDGOAT - TTY-5,,,90 Day PM Services:,Sparkys - Invoice # 00006048 - 08-08-22.pdf (https://secure.spendwise.com/attachments/PcvmmQXwxmvFFEOKUAvXEwkqIr); Sparkys - Invoice # 00006048 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/qtzgVCUCIMjuNONbHreVesBLRX),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6047,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTY-4-RO-116086,,,,1,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Parts,212,Yes,212,0,212,None,1,212,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,4.4 - YARDGOAT - TTY-4,,,90 Day PM Services:,Sparkys - Invoice # 00006047 - 08-08-22.pdf (https://secure.spendwise.com/attachments/oytqhQYaHuZflQZreCiCcvnlvb); Sparkys - Invoice # 00006047 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/fiHQrXOWIjsZigLQMUjVAbGAVS),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6047,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTY-4-RO-116086,,,,2,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Labor - Hours,140,Yes,140,0,140,None,1,140,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,4.4 - YARDGOAT - TTY-4,,,90 Day PM Services:,Sparkys - Invoice # 00006047 - 08-08-22.pdf (https://secure.spendwise.com/attachments/oytqhQYaHuZflQZreCiCcvnlvb); Sparkys - Invoice # 00006047 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/fiHQrXOWIjsZigLQMUjVAbGAVS),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6047,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TTY-4-RO-116086,,,,3,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Fees,7,Yes,7,0,7,None,1,7,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,4.4 - YARDGOAT - TTY-4,,,90 Day PM Services:,Sparkys - Invoice # 00006047 - 08-08-22.pdf (https://secure.spendwise.com/attachments/oytqhQYaHuZflQZreCiCcvnlvb); Sparkys - Invoice # 00006047 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/fiHQrXOWIjsZigLQMUjVAbGAVS),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6046,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TT-15-RO-116207,,,,1,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Parts,1363.84,Yes,1363.84,0,1363.84,None,1,1363.84,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,1.15 - Tractor TT-15,,,"REPLCAE P/S HEAD LIGHT
replace power steering pump with new hoses and clamps
replace power steering filter and oil bleed air out system",Sparkys - Invoice # 00006046 - 08-08-22.pdf (https://secure.spendwise.com/attachments/lGWTEoYRoLXAkZDEwSmdbSeNFr); Sparkys - Invoice # 00006046 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/AztaKkthmyQXJwBdklbjtmCRyY),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6046,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TT-15-RO-116207,,,,2,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Labor - Hours,595,Yes,595,0,595,None,1,595,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,1.15 - Tractor TT-15,,,"REPLCAE P/S HEAD LIGHT
replace power steering pump with new hoses and clamps
replace power steering filter and oil bleed air out system",Sparkys - Invoice # 00006046 - 08-08-22.pdf (https://secure.spendwise.com/attachments/lGWTEoYRoLXAkZDEwSmdbSeNFr); Sparkys - Invoice # 00006046 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/AztaKkthmyQXJwBdklbjtmCRyY),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6046,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TT-15-RO-116207,,,,3,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Fees,7,Yes,7,0,7,None,1,7,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,1.15 - Tractor TT-15,,,"REPLCAE P/S HEAD LIGHT
replace power steering pump with new hoses and clamps
replace power steering filter and oil bleed air out system",Sparkys - Invoice # 00006046 - 08-08-22.pdf (https://secure.spendwise.com/attachments/lGWTEoYRoLXAkZDEwSmdbSeNFr); Sparkys - Invoice # 00006046 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/AztaKkthmyQXJwBdklbjtmCRyY),Robert Ortega (08/17/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/17/2022,Robert Ortega,8/17/2022
6045,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TT-21-RO-116233,,,,1,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Parts,212.64,Yes,212.64,0,212.64,None,1,212.64,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.21 - Tractor TT-21,,,"REPLACE DAMANGED TRAILER AIR LINES, damaged by Moses",Sparkys - Invoice # 00006045 - 08-08-22.pdf (https://secure.spendwise.com/attachments/wipzUWuSLaxDnvhWgRXHIVkygr); Sparkys - Invoice # 00006045 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/VTssqsWobkKMACNYyqFekTZTmN),Robert Ortega (08/11/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/11/2022,Robert Ortega,8/11/2022
6045,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TT-21-RO-116233,,,,2,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Labor - Hours,140,Yes,140,0,140,None,1,140,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.21 - Tractor TT-21,,,"REPLACE DAMANGED TRAILER AIR LINES, damaged by Moses",Sparkys - Invoice # 00006045 - 08-08-22.pdf (https://secure.spendwise.com/attachments/wipzUWuSLaxDnvhWgRXHIVkygr); Sparkys - Invoice # 00006045 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/VTssqsWobkKMACNYyqFekTZTmN),Robert Ortega (08/11/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/11/2022,Robert Ortega,8/11/2022
6045,8/8/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/7/2022,Accounts Payable Accounts Payable,TT-21-RO-116233,,,,3,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Fees,7,Yes,7,0,7,None,1,7,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.21 - Tractor TT-21,,,"REPLACE DAMANGED TRAILER AIR LINES, damaged by Moses",Sparkys - Invoice # 00006045 - 08-08-22.pdf (https://secure.spendwise.com/attachments/wipzUWuSLaxDnvhWgRXHIVkygr); Sparkys - Invoice # 00006045 - 08-08-22 - Backup.pdf (https://secure.spendwise.com/attachments/VTssqsWobkKMACNYyqFekTZTmN),Robert Ortega (08/11/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/11/2022,Robert Ortega,8/11/2022
